x(m)	V(m/s)
584.47	587.725
585.09	588.033
585.71	588.342
586.32	588.650
586.94	588.959
587.56	589.268
588.18	589.577
588.80	589.886
589.42	590.195
590.04	590.504
590.66	590.813
591.28	591.122
591.90	591.431
592.52	591.741
593.14	592.050
593.76	592.360
594.39	592.670
595.01	592.979
595.63	593.289
596.25	593.599
596.88	593.909
597.50	594.219
598.12	594.529
598.75	594.840
599.37	595.150
600.00	595.461
600.62	595.771
601.25	596.082
601.87	596.392
602.50	596.703
603.13	597.014
603.75	597.325
604.38	597.636
605.01	597.948
605.63	598.259
606.26	598.570
606.89	598.882
607.52	599.193
608.15	599.505
608.77	599.817
609.40	600.128
610.03	600.440
610.66	600.752
611.29	601.064
611.92	601.377
612.55	601.689
613.19	602.001
613.82	602.314
614.45	602.626
615.08	602.939
615.71	603.252
616.35	603.565
616.98	603.877
617.61	604.191
618.25	604.504
618.88	604.817
619.51	605.130
620.15	605.444
620.78	605.757
621.42	606.071
622.05	606.385
622.69	606.698
623.32	607.012
623.96	607.326
624.60	607.640
625.23	607.955
625.87	608.269
626.51	608.583
627.15	608.898
627.79	609.212
628.42	609.527
629.06	609.842
629.70	610.157
630.34	610.472
630.98	610.787
631.62	611.102
632.26	611.417
632.90	611.733
633.54	612.048
634.18	612.364
634.82	612.680
635.47	612.996
636.11	613.312
636.75	613.628
637.39	613.944
638.04	614.260
638.68	614.576
639.32	614.893
639.97	615.209
640.61	615.526
641.26	615.843
641.90	616.160
642.55	616.477
643.19	616.794
643.84	617.111
644.48	617.428
645.13	617.746
645.78	618.063
646.42	618.381
647.07	618.698
647.72	619.016
648.37	619.334
649.02	619.652
649.66	619.970
650.31	620.289
650.96	620.607
651.61	620.926
652.26	621.244
652.91	621.563
653.56	621.882
654.21	622.201
654.86	622.520
655.52	622.839
656.17	623.158
656.82	623.477
657.47	623.797
658.12	624.117
658.78	624.436
659.43	624.756
660.08	625.076
660.74	625.396
661.39	625.716
662.05	626.037
662.70	626.357
663.36	626.677
664.01	626.998
664.67	627.319
665.32	627.640
665.98	627.961
666.64	628.282
667.29	628.603
667.95	628.924
668.61	629.246
669.27	629.567
669.93	629.889
670.58	630.211
671.24	630.533
671.90	630.855
672.56	631.177
673.22	631.499
673.88	631.821
674.54	632.144
675.20	632.466
675.86	632.789
676.53	633.111
677.19	633.434
677.85	633.757
678.51	634.080
679.17	634.403
679.84	634.726
680.50	635.049
681.16	635.373
681.83	635.696
682.49	636.020
683.16	636.343
683.82	636.667
684.49	636.991
685.15	637.315
685.82	637.639
686.48	637.963
687.15	638.287
687.82	638.612
688.48	638.936
689.15	639.260
689.82	639.585
690.49	639.910
691.16	640.235
691.82	640.559
692.49	640.884
693.16	641.210
693.83	641.535
694.50	641.860
695.17	642.185
695.84	642.511
696.51	642.837
697.18	643.162
697.86	643.488
698.53	643.814
699.20	644.140
699.87	644.466
700.54	644.792
701.22	645.119
701.89	645.445
702.56	645.772
703.24	646.098
703.91	646.425
704.59	646.752
705.26	647.079
705.94	647.406
706.61	647.733
707.29	648.060
707.97	648.387
708.64	648.715
709.32	649.043
710.00	649.370
710.67	649.698
711.35	650.026
712.03	650.354
712.71	650.682
713.39	651.010
714.07	651.338
714.75	651.667
715.43	651.995
716.11	652.324
716.79	652.653
717.47	652.982
718.15	653.311
718.83	653.640
719.51	653.969
720.19	654.298
720.87	654.628
721.56	654.957
722.24	655.287
722.92	655.617
723.61	655.946
724.29	656.276
724.97	656.606
725.66	656.937
726.34	657.267
727.03	657.597
727.71	657.928
728.40	658.258
729.09	658.589
729.77	658.920
730.46	659.251
731.15	659.582
731.83	659.913
732.52	660.245
733.21	660.576
733.90	660.908
734.59	661.239
735.28	661.571
735.97	661.903
736.65	662.235
737.34	662.567
738.03	662.899
738.73	663.232
739.42	663.564
740.11	663.897
740.80	664.230
741.49	664.562
742.18	664.895
742.88	665.228
743.57	665.562
744.26	665.895
744.96	666.228
745.65	666.562
746.34	666.896
747.04	667.229
747.73	667.563
748.43	667.897
749.12	668.231
749.82	668.566
750.52	668.900
751.21	669.235
751.91	669.569
752.61	669.904
753.30	670.239
754.00	670.574
754.70	670.909
755.40	671.244
756.10	671.580
756.79	671.915
757.49	672.251
758.19	672.587
758.89	672.922
759.59	673.258
760.29	673.595
761.00	673.931
761.70	674.267
762.40	674.604
763.10	674.940
763.80	675.277
764.50	675.614
765.21	675.951
765.91	676.288
766.61	676.625
767.32	676.963
768.02	677.300
768.73	677.638
769.43	677.976
770.14	678.314
770.84	678.652
771.55	678.990
772.25	679.328
772.96	679.667
773.67	680.005
774.38	680.344
775.08	680.683
775.79	681.022
776.50	681.361
777.21	681.700
777.92	682.039
778.62	682.379
779.33	682.718
780.04	683.058
780.75	683.398
781.46	683.738
782.18	684.078
782.89	684.418
783.60	684.759
784.31	685.099
785.02	685.440
785.73	685.781
786.45	686.122
787.16	686.463
787.87	686.804
788.59	687.146
789.30	687.487
790.02	687.829
790.73	688.170
791.45	688.512
792.16	688.854
792.88	689.197
793.59	689.539
794.31	689.881
795.03	690.224
795.74	690.567
796.46	690.910
797.18	691.253
797.90	691.596
798.61	691.939
799.33	692.283
800.05	692.626
800.77	692.970
801.49	693.314
802.21	693.658
802.93	694.002
803.65	694.346
804.37	694.691
805.09	695.035
805.82	695.380
806.54	695.725
807.26	696.070
807.98	696.415
808.71	696.760
809.43	697.106
810.15	697.451
810.88	697.797
811.60	698.143
812.33	698.489
813.05	698.835
813.78	699.181
814.50	699.528
815.23	699.874
815.95	700.221
816.68	700.568
817.41	700.915
818.13	701.262
818.86	701.610
819.59	701.957
820.32	702.305
821.05	702.652
821.78	703.000
822.51	703.349
823.24	703.697
823.97	704.045
824.70	704.394
825.43	704.742
826.16	705.091
826.89	705.440
827.62	705.789
828.35	706.139
829.08	706.488
829.82	706.838
830.55	707.187
831.28	707.537
832.02	707.887
832.75	708.238
833.49	708.588
834.22	708.938
834.96	709.289
835.69	709.640
836.43	709.991
837.16	710.342
837.90	710.693
838.64	711.045
839.37	711.396
840.11	711.748
840.85	712.100
841.59	712.452
842.33	712.804
843.06	713.157
843.80	713.509
844.54	713.862
845.28	714.215
846.02	714.568
846.76	714.921
847.50	715.275
848.25	715.628
848.99	715.982
849.73	716.336
850.47	716.689
851.21	717.044
851.96	717.398
852.70	717.752
853.44	718.107
854.19	718.462
854.93	718.817
855.68	719.172
856.42	719.527
857.17	719.883
857.91	720.238
858.66	720.594
859.40	720.950
860.15	721.306
860.90	721.662
861.64	722.019
862.39	722.375
863.14	722.732
863.89	723.089
864.64	723.446
865.39	723.803
866.14	724.161
866.89	724.518
867.64	724.876
868.39	725.234
869.14	725.592
869.89	725.950
870.64	726.309
871.39	726.668
872.14	727.026
872.90	727.385
873.65	727.744
874.40	728.104
875.16	728.463
875.91	728.823
876.66	729.183
877.42	729.542
878.17	729.903
878.93	730.263
879.68	730.623
880.44	730.984
881.20	731.345
881.95	731.706
882.71	732.067
883.47	732.428
884.22	732.790
884.98	733.152
885.74	733.514
886.50	733.876
887.26	734.238
888.02	734.600
888.78	734.963
889.54	735.326
890.30	735.688
891.06	736.052
891.82	736.415
892.58	736.778
893.34	737.142
894.11	737.506
894.87	737.870
895.63	738.234
896.39	738.598
897.16	738.963
897.92	739.328
898.69	739.692
899.45	740.057
900.22	740.423
900.98	740.788
901.75	741.154
902.51	741.520
903.28	741.886
904.05	742.252
904.81	742.618
905.58	742.985
906.35	743.351
907.12	743.718
907.89	744.085
908.65	744.453
909.42	744.820
910.19	745.188
910.96	745.555
911.73	745.923
912.50	746.292
913.28	746.660
914.05	747.029
914.82	747.397
915.59	747.766
916.36	748.135
917.14	748.505
917.91	748.874
918.68	749.244
919.46	749.614
920.23	749.984
921.00	750.354
921.78	750.724
922.56	751.095
923.33	751.466
924.11	751.837
924.88	752.208
925.66	752.579
926.44	752.951
927.21	753.323
927.99	753.695
928.77	754.067
929.55	754.439
930.33	754.812
931.11	755.185
931.89	755.557
932.67	755.931
933.45	756.304
934.23	756.677
935.01	757.051
935.79	757.425
936.57	757.799
937.35	758.173
938.14	758.548
938.92	758.923
939.70	759.297
940.48	759.673
941.27	760.048
942.05	760.423
942.84	760.799
943.62	761.175
944.41	761.551
945.19	761.927
945.98	762.304
946.77	762.680
947.55	763.057
948.34	763.434
949.13	763.812
949.91	764.189
950.70	764.567
951.49	764.945
952.28	765.323
953.07	765.701
953.86	766.079
954.65	766.458
955.44	766.837
956.23	767.216
957.02	767.595
957.81	767.975
958.61	768.355
959.40	768.734
960.19	769.115
960.98	769.495
961.78	769.875
962.57	770.256
963.36	770.637
964.16	771.018
964.95	771.400
965.75	771.781
966.54	772.163
967.34	772.545
968.14	772.927
968.93	773.309
969.73	773.692
970.53	774.075
971.32	774.458
972.12	774.841
972.92	775.225
973.72	775.608
974.52	775.992
975.32	776.376
976.12	776.760
976.92	777.145
977.72	777.530
978.52	777.915
979.32	778.300
980.12	778.685
980.92	779.071
981.73	779.456
982.53	779.842
983.33	780.229
984.14	780.615
984.94	781.002
985.75	781.388
986.55	781.776
987.36	782.163
988.16	782.550
988.97	782.938
989.77	783.326
990.58	783.714
991.39	784.103
992.19	784.491
993.00	784.880
993.81	785.269
994.62	785.658
995.43	786.048
996.24	786.437
997.05	786.827
997.85	787.217
998.67	787.607
999.48	787.997
1000.29	788.388
1001.10	788.778
1001.91	789.169
1002.72	789.560
1003.53	789.951
1004.35	790.342
1005.16	790.734
1005.97	791.125
1006.79	791.517
1007.60	791.909
1008.42	792.301
1009.23	792.693
1010.05	793.085
1010.86	793.478
1011.68	793.870
1012.50	794.263
1013.31	794.656
1014.13	795.049
1014.95	795.442
1015.77	795.836
1016.59	796.229
1017.41	796.623
1018.22	797.017
1019.04	797.411
1019.86	797.805
1020.68	798.200
1021.51	798.594
1022.33	798.989
1023.15	799.384
1023.97	799.779
1024.79	800.174
1025.62	800.569
1026.44	800.965
1027.26	801.361
1028.09	801.756
1028.91	802.152
1029.73	802.549
1030.56	802.945
1031.38	803.342
1032.21	803.738
1033.04	804.135
1033.86	804.532
1034.69	804.929
1035.52	805.327
1036.35	805.724
1037.17	806.122
1038.00	806.520
1038.83	806.918
1039.66	807.316
1040.49	807.714
1041.32	808.113
1042.15	808.512
1042.98	808.910
1043.81	809.310
1044.64	809.709
1045.47	810.108
1046.31	810.508
1047.14	810.907
1047.97	811.307
1048.81	811.707
1049.64	812.108
1050.47	812.508
1051.31	812.909
1052.14	813.310
1052.98	813.710
1053.81	814.112
1054.65	814.513
1055.49	814.914
1056.32	815.316
1057.16	815.718
1058.00	816.120
1058.84	816.522
1059.67	816.924
1060.51	817.327
1061.35	817.730
1062.19	818.132
1063.03	818.535
1063.87	818.939
1064.71	819.342
1065.55	819.746
1066.39	820.149
1067.24	820.553
1068.08	820.958
1068.92	821.362
1069.76	821.766
1070.61	822.171
1071.45	822.576
1072.30	822.981
1073.14	823.386
1073.99	823.791
1074.83	824.197
1075.68	824.603
1076.52	825.009
1077.37	825.415
1078.22	825.821
1079.06	826.228
1079.91	826.634
1080.76	827.041
1081.61	827.448
1082.46	827.855
1083.30	828.263
1084.15	828.670
1085.00	829.078
1085.85	829.486
1086.71	829.894
1087.56	830.302
1088.41	830.711
1089.26	831.120
1090.11	831.529
1090.97	831.938
1091.82	832.347
1092.67	832.756
1093.53	833.166
1094.38	833.576
1095.23	833.986
1096.09	834.396
1096.95	834.806
1097.80	835.217
1098.66	835.628
1099.51	836.039
1100.37	836.450
1101.23	836.861
1102.09	837.273
1102.94	837.684
1103.80	838.096
1104.66	838.508
1105.52	838.921
1106.38	839.333
1107.24	839.746
1108.10	840.159
1108.96	840.572
1109.82	840.985
1110.69	841.398
1111.55	841.812
1112.41	842.226
1113.27	842.640
1114.14	843.054
1115.00	843.469
1115.86	843.883
1116.73	844.298
1117.59	844.713
1118.46	845.128
1119.33	845.544
1120.19	845.959
1121.06	846.375
1121.92	846.791
1122.79	847.207
1123.66	847.624
1124.53	848.040
1125.40	848.457
1126.27	848.874
1127.13	849.291
1128.00	849.709
1128.87	850.126
1129.74	850.544
1130.62	850.962
1131.49	851.380
1132.36	851.799
1133.23	852.217
1134.10	852.636
1134.98	853.055
1135.85	853.474
1136.72	853.894
1137.60	854.313
1138.47	854.733
1139.35	855.153
1140.22	855.573
1141.10	855.994
1141.97	856.415
1142.85	856.835
1143.73	857.256
1144.60	857.678
1145.48	858.099
1146.36	858.521
1147.24	858.943
1148.12	859.365
1149.00	859.787
1149.88	860.210
1150.76	860.632
1151.64	861.055
1152.52	861.478
1153.40	861.902
1154.28	862.325
1155.16	862.749
1156.05	863.173
1156.93	863.597
1157.81	864.022
1158.70	864.446
1159.58	864.871
1160.46	865.296
1161.35	865.721
1162.23	866.147
1163.12	866.572
1164.01	866.998
1164.89	867.425
1165.78	867.851
1166.67	868.279
1167.56	868.706
1168.44	869.134
1169.33	869.562
1170.22	869.990
1171.11	870.419
1172.00	870.847
1172.89	871.276
1173.78	871.706
1174.67	872.135
1175.56	872.565
1176.46	872.995
1177.35	873.425
1178.24	873.856
1179.13	874.287
1180.03	874.718
1180.92	875.149
1181.82	875.581
1182.71	876.013
1183.61	876.445
1184.50	876.878
1185.40	877.310
1186.29	877.743
1187.19	878.177
1188.09	878.610
1188.99	879.044
1189.88	879.478
1190.78	879.912
1191.68	880.347
1192.58	880.782
1193.48	881.217
1194.38	881.652
1195.28	882.088
1196.18	882.524
1197.08	882.960
1197.99	883.397
1198.89	883.833
1199.79	884.270
1200.69	884.708
1201.60	885.145
1202.50	885.583
1203.41	886.021
1204.31	886.460
1205.21	886.898
1206.12	887.337
1207.03	887.776
1207.93	888.216
1208.84	888.655
1209.75	889.095
1210.65	889.536
1211.56	889.976
1212.47	890.417
1213.38	890.858
1214.29	891.299
1215.20	891.741
1216.11	892.183
1217.02	892.625
1217.93	893.068
1218.84	893.510
1219.75	893.953
1220.67	894.397
1221.58	894.840
1222.49	895.284
1223.41	895.728
1224.32	896.173
1225.24	896.617
1226.15	897.062
1227.07	897.507
1227.98	897.953
1228.90	898.399
1229.81	898.845
1230.73	899.291
1231.65	899.738
1232.57	900.184
1233.48	900.632
1234.40	901.079
1235.32	901.527
1236.24	901.975
1237.16	902.423
1238.08	902.871
1239.00	903.320
1239.92	903.769
1240.85	904.219
1241.77	904.668
1242.69	905.118
1243.61	905.569
1244.54	906.019
1245.46	906.470
1246.38	906.921
1247.31	907.372
1248.23	907.824
1249.16	908.276
1250.09	908.728
1251.01	909.181
1251.94	909.633
1252.87	910.086
1253.79	910.540
1254.72	910.993
1255.65	911.447
1256.58	911.901
1257.51	912.356
1258.44	912.811
1259.37	913.266
1260.30	913.721
1261.23	914.176
1262.16	914.632
1263.10	915.088
1264.03	915.545
1264.96	916.002
1265.89	916.459
1266.83	916.916
1267.76	917.374
1268.70	917.832
1269.63	918.290
1270.57	918.748
1271.50	919.207
1272.44	919.666
1273.38	920.125
1274.31	920.585
1275.25	921.045
1276.19	921.505
1277.13	921.965
1278.07	922.426
1279.01	922.887
1279.95	923.349
1280.89	923.810
1281.83	924.272
1282.77	924.734
1283.71	925.197
1284.65	925.660
1285.60	926.123
1286.54	926.586
1287.48	927.050
1288.43	927.514
1289.37	927.978
1290.32	928.443
1291.26	928.907
1292.21	929.373
1293.15	929.838
1294.10	930.304
1295.05	930.770
1295.99	931.236
1296.94	931.703
1297.89	932.170
1298.84	932.637
1299.79	933.104
1300.74	933.572
1301.69	934.040
1302.64	934.508
1303.59	934.977
1304.54	935.446
1305.49	935.915
1306.45	936.385
1307.40	936.855
1308.35	937.325
1309.31	937.795
1310.26	938.266
1311.21	938.737
1312.17	939.208
1313.13	939.680
1314.08	940.152
1315.04	940.624
1315.99	941.097
1316.95	941.570
1317.91	942.043
1318.87	942.516
1319.83	942.990
1320.79	943.464
1321.75	943.938
1322.71	944.413
1323.67	944.888
1324.63	945.363
1325.59	945.838
1326.55	946.314
1327.51	946.790
1328.48	947.267
1329.44	947.744
1330.40	948.221
1331.37	948.698
1332.33	949.176
1333.30	949.654
1334.26	950.132
1335.23	950.610
1336.19	951.089
1337.16	951.568
1338.13	952.048
1339.10	952.528
1340.06	953.008
1341.03	953.488
1342.00	953.969
1342.97	954.450
1343.94	954.931
1344.91	955.413
1345.88	955.894
1346.85	956.377
1347.83	956.859
1348.80	957.342
1349.77	957.825
1350.74	958.309
1351.72	958.792
1352.69	959.276
1353.67	959.761
1354.64	960.245
1355.62	960.730
1356.59	961.216
1357.57	961.701
1358.55	962.187
1359.53	962.673
1360.50	963.160
1361.48	963.647
1362.46	964.134
1363.44	964.621
1364.42	965.109
1365.40	965.597
1366.38	966.085
1367.36	966.574
1368.34	967.063
1369.33	967.552
1370.31	968.042
1371.29	968.532
1372.27	969.022
1373.26	969.513
1374.24	970.004
1375.23	970.495
1376.21	970.986
1377.20	971.478
1378.19	971.970
1379.17	972.463
1380.16	972.955
1381.15	973.449
1382.14	973.942
1383.12	974.436
1384.11	974.930
1385.10	975.424
1386.09	975.919
1387.08	976.414
1388.07	976.909
1389.07	977.404
1390.06	977.900
1391.05	978.397
1392.04	978.893
1393.04	979.390
1394.03	979.887
1395.03	980.385
1396.02	980.883
1397.02	981.381
1398.01	981.879
1399.01	982.378
1400.00	982.877
1401.00	983.376
1402.00	983.876
1403.00	984.376
1404.00	984.877
1404.99	985.377
1405.99	985.878
1406.99	986.380
1408.00	986.881
1409.00	987.383
1410.00	987.886
1411.00	988.388
1412.00	988.891
1413.01	989.394
1414.01	989.898
1415.01	990.402
1416.02	990.906
1417.02	991.411
1418.03	991.916
1419.03	992.421
1420.04	992.926
1421.05	993.432
1422.05	993.938
1423.06	994.445
1424.07	994.952
1425.08	995.459
1426.09	995.966
1427.10	996.474
1428.11	996.982
1429.12	997.491
1430.13	997.999
1431.14	998.508
1432.15	999.018
1433.17	999.528
1434.18	1000.038
1435.19	1000.548
1436.21	1001.059
1437.22	1001.570
1438.24	1002.081
1439.25	1002.593
1440.27	1003.105
1441.28	1003.618
1442.30	1004.130
1443.32	1004.643
1444.34	1005.156
1445.35	1005.670
1446.37	1006.184
1447.39	1006.698
1448.41	1007.213
1449.43	1007.727
1450.45	1008.242
1451.48	1008.758
1452.50	1009.273
1453.52	1009.789
1454.54	1010.306
1455.57	1010.822
1456.59	1011.339
1457.61	1011.856
1458.64	1012.374
1459.67	1012.892
1460.69	1013.410
1461.72	1013.928
1462.74	1014.447
1463.77	1014.966
1464.80	1015.485
1465.83	1016.005
1466.86	1016.525
1467.89	1017.045
1468.92	1017.566
1469.95	1018.086
1470.98	1018.608
1472.01	1019.129
1473.04	1019.651
1474.07	1020.173
1475.10	1020.695
1476.14	1021.218
1477.17	1021.741
1478.21	1022.264
1479.24	1022.788
1480.28	1023.312
1481.31	1023.836
1482.35	1024.361
1483.39	1024.885
1484.42	1025.411
1485.46	1025.936
1486.50	1026.462
1487.54	1026.988
1488.58	1027.514
1489.62	1028.041
1490.66	1028.568
1491.70	1029.095
1492.74	1029.623
1493.78	1030.151
1494.82	1030.679
1495.87	1031.208
1496.91	1031.737
1497.95	1032.266
1499.00	1032.796
1500.04	1033.325
1501.09	1033.855
1502.13	1034.386
1503.18	1034.917
1504.23	1035.448
1505.27	1035.979
1506.32	1036.511
1507.37	1037.043
1508.42	1037.575
1509.47	1038.108
1510.52	1038.641
1511.57	1039.174
1512.62	1039.708
1513.67	1040.242
1514.72	1040.776
1515.78	1041.311
1516.83	1041.846
1517.88	1042.381
1518.94	1042.916
1519.99	1043.452
1521.05	1043.988
1522.10	1044.525
1523.16	1045.061
1524.21	1045.599
1525.27	1046.136
1526.33	1046.674
1527.39	1047.212
1528.45	1047.750
1529.50	1048.289
1530.56	1048.828
1531.62	1049.367
1532.68	1049.907
1533.75	1050.447
1534.81	1050.987
1535.87	1051.528
1536.93	1052.069
1538.00	1052.610
1539.06	1053.152
1540.12	1053.694
1541.19	1054.236
1542.25	1054.779
1543.32	1055.321
1544.39	1055.865
1545.45	1056.408
1546.52	1056.952
1547.59	1057.496
1548.66	1058.041
1549.73	1058.586
1550.79	1059.131
1551.86	1059.676
1552.94	1060.222
1554.01	1060.768
1555.08	1061.315
1556.15	1061.862
1557.22	1062.409
1558.30	1062.956
1559.37	1063.504
1560.44	1064.052
1561.52	1064.601
1562.59	1065.149
1563.67	1065.698
1564.75	1066.248
1565.82	1066.798
1566.90	1067.348
1567.98	1067.898
1569.06	1068.449
1570.13	1069.000
1571.21	1069.551
1572.29	1070.103
1573.37	1070.655
1574.45	1071.208
1575.54	1071.760
1576.62	1072.313
1577.70	1072.867
1578.78	1073.421
1579.87	1073.975
1580.95	1074.529
1582.04	1075.084
1583.12	1075.639
1584.21	1076.194
1585.29	1076.750
1586.38	1077.306
1587.47	1077.862
1588.56	1078.419
1589.64	1078.976
1590.73	1079.534
1591.82	1080.091
1592.91	1080.649
1594.00	1081.208
1595.09	1081.767
1596.19	1082.326
1597.28	1082.885
1598.37	1083.445
1599.46	1084.005
1600.56	1084.565
1601.65	1085.126
1602.75	1085.687
1603.84	1086.249
1604.94	1086.811
1606.03	1087.373
1607.13	1087.935
1608.23	1088.498
1609.33	1089.061
1610.42	1089.625
1611.52	1090.188
1612.62	1090.753
1613.72	1091.317
1614.82	1091.882
1615.92	1092.447
1617.03	1093.013
1618.13	1093.578
1619.23	1094.145
1620.33	1094.711
1621.44	1095.278
1622.54	1095.845
1623.65	1096.413
1624.75	1096.981
1625.86	1097.549
1626.97	1098.118
1628.07	1098.687
1629.18	1099.256
1630.29	1099.826
1631.40	1100.396
1632.51	1100.966
1633.62	1101.537
1634.73	1102.108
1635.84	1102.679
