t(c)	omega_z(1/s)
15.520	0.0000
15.530	0.0000
15.540	0.0000
15.550	0.0000
15.560	0.0000
15.570	0.0000
15.580	0.0000
15.590	0.0000
15.600	0.0000
15.610	0.0000
15.620	0.0000
15.630	0.0000
15.640	0.0000
15.650	0.0000
15.660	0.0000
15.670	0.0000
15.680	0.0000
15.690	0.0000
15.700	0.0000
15.710	0.0000
15.720	0.0000
15.730	0.0000
15.740	0.0000
15.750	0.0000
15.760	0.0000
15.770	0.0000
15.780	0.0000
15.790	0.0000
15.800	0.0000
15.810	0.0000
15.820	0.0000
15.830	0.0000
15.840	0.0000
15.850	0.0000
15.860	0.0000
15.870	0.0000
15.880	0.0000
15.890	0.0000
15.900	0.0000
15.910	0.0000
15.920	0.0000
15.930	0.0000
15.940	0.0000
15.950	0.0000
15.960	0.0000
15.970	0.0000
15.980	0.0000
15.990	0.0000
16.000	0.0000
16.010	0.0000
16.020	0.0000
16.030	0.0000
16.040	0.0000
16.050	0.0000
16.060	0.0000
16.070	0.0000
16.080	0.0000
16.090	0.0000
16.100	0.0000
16.110	0.0000
16.120	0.0000
16.130	0.0000
16.140	0.0000
16.150	0.0000
16.160	0.0000
16.170	0.0000
16.180	0.0000
16.190	0.0000
16.200	0.0000
16.210	0.0000
16.220	0.0000
16.230	0.0000
16.240	0.0000
16.250	0.0000
16.260	0.0000
16.270	0.0000
16.280	0.0000
16.290	0.0000
16.300	0.0000
16.310	0.0000
16.320	0.0000
16.330	0.0000
16.340	0.0000
16.350	0.0000
16.360	0.0000
16.370	0.0000
16.380	0.0000
16.390	0.0000
16.400	0.0000
16.410	0.0000
16.420	0.0000
16.430	0.0000
16.440	0.0000
16.450	0.0000
16.460	0.0000
16.470	0.0000
16.480	0.0000
16.490	0.0000
16.500	0.0000
16.510	0.0000
16.520	0.0000
16.530	0.0000
16.540	0.0000
16.550	0.0000
16.560	0.0000
16.570	0.0000
16.580	0.0000
16.590	0.0000
16.600	0.0000
16.610	0.0000
16.620	0.0000
16.630	0.0000
16.640	0.0000
16.650	0.0000
16.660	0.0000
16.670	0.0000
16.680	0.0000
16.690	0.0000
16.700	0.0000
16.710	0.0000
16.720	0.0000
16.730	0.0000
16.740	0.0000
16.750	0.0000
16.760	0.0000
16.770	0.0000
16.780	0.0000
16.790	0.0000
16.800	0.0000
16.810	0.0000
16.820	0.0000
16.830	0.0000
16.840	0.0000
16.850	0.0000
16.860	0.0000
16.870	0.0000
16.880	0.0000
16.890	0.0000
16.900	0.0000
16.910	0.0000
16.920	0.0000
16.930	0.0000
16.940	0.0000
16.950	0.0000
16.960	0.0000
16.970	0.0000
16.980	0.0000
16.990	0.0000
17.000	0.0000
17.010	0.0000
17.020	0.0000
17.030	0.0000
17.040	0.0000
17.050	0.0000
17.060	0.0000
17.070	0.0000
17.080	0.0000
17.090	0.0000
17.100	0.0000
17.110	0.0000
17.120	0.0000
17.130	0.0000
17.140	0.0000
17.150	0.0000
17.160	0.0000
17.170	0.0000
17.180	0.0000
17.190	0.0000
17.200	0.0000
17.210	0.0000
17.220	0.0000
17.230	0.0000
17.240	0.0000
17.250	0.0000
17.260	0.0000
17.270	0.0000
17.280	0.0000
17.290	0.0000
17.300	0.0000
17.310	0.0000
17.320	0.0000
17.330	0.0000
17.340	0.0000
17.350	0.0000
17.360	0.0000
17.370	0.0000
17.380	0.0000
17.390	0.0000
17.400	0.0000
17.410	0.0000
17.420	0.0000
17.430	0.0000
17.440	0.0000
17.450	0.0000
17.460	0.0000
17.470	0.0000
17.480	0.0000
17.490	0.0000
17.500	0.0000
17.510	0.0000
17.520	0.0000
17.530	0.0000
17.540	0.0000
17.550	0.0000
17.560	0.0000
17.570	0.0000
17.580	0.0000
17.590	0.0000
17.600	0.0000
17.610	0.0000
17.620	0.0000
17.630	0.0000
17.640	0.0000
17.650	0.0000
17.660	0.0000
17.670	0.0000
17.680	0.0000
17.690	0.0000
17.700	0.0000
17.710	0.0000
17.720	0.0000
17.730	0.0000
17.740	0.0000
17.750	0.0000
17.760	0.0000
17.770	0.0000
17.780	0.0000
17.790	0.0000
17.800	0.0000
17.810	0.0000
17.820	0.0000
17.830	0.0000
17.840	0.0000
17.850	0.0000
17.860	0.0000
17.870	0.0000
17.880	0.0000
17.890	0.0000
17.900	0.0000
17.910	0.0000
17.920	0.0000
17.930	0.0000
17.940	0.0000
17.950	0.0000
17.960	0.0000
17.970	0.0000
17.980	0.0000
17.990	0.0000
18.000	0.0000
18.010	0.0000
18.020	0.0000
18.030	0.0000
18.040	0.0000
18.050	0.0000
18.060	0.0000
18.070	0.0000
18.080	0.0000
18.090	0.0000
18.100	0.0000
18.110	0.0000
18.120	0.0000
18.130	0.0000
18.140	0.0000
18.150	0.0000
18.160	0.0000
18.170	0.0000
18.180	0.0000
18.190	0.0000
18.200	0.0000
18.210	0.0000
18.220	0.0000
18.230	0.0000
18.240	0.0000
18.250	0.0000
18.260	0.0000
18.270	0.0000
18.280	0.0000
18.290	0.0000
18.300	0.0000
18.310	0.0000
18.320	0.0000
18.330	0.0000
18.340	0.0000
18.350	0.0000
18.360	0.0000
18.370	0.0000
18.380	0.0000
18.390	0.0000
18.400	0.0000
18.410	0.0000
18.420	0.0000
18.430	0.0000
18.440	0.0000
18.450	0.0000
18.460	0.0000
18.470	0.0000
18.480	0.0000
18.490	0.0000
18.500	0.0000
18.510	0.0000
18.520	0.0000
18.530	0.0000
18.540	0.0000
18.550	0.0000
18.560	0.0000
18.570	0.0000
18.580	0.0000
18.590	0.0000
18.600	0.0000
18.610	0.0000
18.620	0.0000
18.630	0.0000
18.640	0.0000
18.650	0.0000
18.660	0.0000
18.670	0.0000
18.680	0.0000
18.690	0.0000
18.700	0.0000
18.710	0.0000
18.720	0.0000
18.730	0.0000
18.740	0.0000
18.750	0.0000
18.760	0.0000
18.770	0.0000
18.780	0.0000
18.790	0.0000
18.800	0.0000
18.810	0.0000
18.820	0.0000
18.830	0.0000
18.840	0.0000
18.850	0.0000
18.860	0.0000
18.870	0.0000
18.880	0.0000
18.890	0.0000
18.900	0.0000
18.910	0.0000
18.920	0.0000
18.930	0.0000
18.940	0.0000
18.950	0.0000
18.960	0.0000
18.970	0.0000
18.980	0.0000
18.990	0.0000
19.000	0.0000
19.010	0.0000
19.020	0.0000
19.030	0.0000
19.040	0.0000
19.050	0.0000
19.060	0.0000
19.070	0.0000
19.080	0.0000
19.090	0.0000
19.100	0.0000
19.110	0.0000
19.120	0.0000
19.130	0.0000
19.140	0.0000
19.150	0.0000
19.160	0.0000
19.170	0.0000
19.180	0.0000
19.190	0.0000
19.200	0.0000
19.210	0.0000
19.220	0.0000
19.230	0.0000
19.240	0.0000
19.250	0.0000
19.260	0.0000
19.270	0.0000
19.280	0.0000
19.290	0.0000
19.300	0.0000
19.310	0.0000
19.320	0.0000
19.330	0.0000
19.340	0.0000
19.350	0.0000
19.360	0.0000
19.370	0.0000
19.380	0.0000
19.390	0.0000
19.400	0.0000
19.410	0.0000
19.420	0.0000
19.430	0.0000
19.440	0.0000
19.450	0.0000
19.460	0.0000
19.470	0.0000
19.480	0.0000
19.490	0.0000
19.500	0.0000
19.510	0.0000
19.520	0.0000
19.530	0.0000
19.540	0.0000
19.550	0.0000
19.560	0.0000
19.570	0.0000
19.580	0.0000
19.590	0.0000
19.600	0.0000
19.610	0.0000
19.620	0.0000
19.630	0.0000
19.640	0.0000
19.650	0.0000
19.660	0.0000
19.670	0.0000
19.680	0.0000
19.690	0.0000
19.700	0.0000
19.710	0.0000
19.720	0.0000
19.730	0.0000
19.740	0.0000
19.750	0.0000
19.760	0.0000
19.770	0.0000
19.780	0.0000
19.790	0.0000
19.800	0.0000
19.810	0.0000
19.820	0.0000
19.830	0.0000
19.840	0.0000
19.850	0.0000
19.860	0.0000
19.870	0.0000
19.880	0.0000
19.890	0.0000
19.900	0.0000
19.910	0.0000
19.920	0.0000
19.930	0.0000
19.940	0.0000
19.950	0.0000
19.960	0.0000
19.970	0.0000
19.980	0.0000
19.990	0.0000
20.000	0.0000
20.010	0.0000
20.020	0.0000
20.030	0.0000
20.040	0.0000
20.050	0.0000
20.060	0.0000
20.070	0.0000
20.080	0.0000
20.090	0.0000
20.100	0.0000
20.110	0.0000
20.120	0.0000
20.130	0.0000
20.140	0.0000
20.150	0.0000
20.160	0.0000
20.170	0.0000
20.180	0.0000
20.190	0.0000
20.200	0.0000
20.210	0.0000
20.220	0.0000
20.230	0.0000
20.240	0.0000
20.250	0.0000
20.260	0.0000
20.270	0.0000
20.280	0.0000
20.290	0.0000
20.300	0.0000
20.310	0.0000
20.320	0.0000
20.330	0.0000
20.340	0.0000
20.350	0.0000
20.360	0.0000
20.370	0.0000
20.380	0.0000
20.390	0.0000
20.400	0.0000
20.410	0.0000
20.420	0.0000
20.430	0.0000
20.440	0.0000
20.450	0.0000
20.460	0.0000
20.470	0.0000
20.480	0.0000
20.490	0.0000
20.500	0.0000
20.510	0.0000
20.520	0.0000
20.530	0.0000
20.540	0.0000
20.550	0.0000
20.560	0.0000
20.570	0.0000
20.580	0.0000
20.590	0.0000
20.600	0.0000
20.610	0.0000
20.620	0.0000
20.630	0.0000
20.640	0.0000
20.650	0.0000
20.660	0.0000
20.670	0.0000
20.680	0.0000
20.690	0.0000
20.700	0.0000
20.710	0.0000
20.720	0.0000
20.730	0.0000
20.740	0.0000
20.750	0.0000
20.760	0.0000
20.770	0.0000
20.780	0.0000
20.790	0.0000
20.800	0.0000
20.810	0.0000
20.820	0.0000
20.830	0.0000
20.840	0.0000
20.850	0.0000
20.860	0.0000
20.870	0.0000
20.880	0.0000
20.890	0.0000
20.900	0.0000
20.910	0.0000
20.920	0.0000
20.930	0.0000
20.940	0.0000
20.950	0.0000
20.960	0.0000
20.970	0.0000
20.980	0.0000
20.990	0.0000
21.000	0.0000
21.010	0.0000
21.020	0.0000
21.030	0.0000
21.040	0.0000
21.050	0.0000
21.060	0.0000
21.070	0.0000
21.080	0.0000
21.090	0.0000
21.100	0.0000
21.110	0.0000
21.120	0.0000
21.130	0.0000
21.140	0.0000
21.150	0.0000
21.160	0.0000
21.170	0.0000
21.180	0.0000
21.190	0.0000
21.200	0.0000
21.210	0.0000
21.220	0.0000
21.230	0.0000
21.240	0.0000
21.250	0.0000
21.260	0.0000
21.270	0.0000
21.280	0.0000
21.290	0.0000
21.300	0.0000
21.310	0.0000
21.320	0.0000
21.330	0.0000
21.340	0.0000
21.350	0.0000
21.360	0.0000
21.370	0.0000
21.380	0.0000
21.390	0.0000
21.400	0.0000
21.410	0.0000
21.420	0.0000
21.430	0.0000
21.440	0.0000
21.450	0.0000
21.460	0.0000
21.470	0.0000
21.480	0.0000
21.490	0.0000
21.500	0.0000
21.510	0.0000
21.520	0.0000
21.530	0.0000
21.540	0.0000
21.550	0.0000
21.560	0.0000
21.570	0.0000
21.580	0.0000
21.590	0.0000
21.600	0.0000
21.610	0.0000
21.620	0.0000
21.630	0.0000
21.640	0.0000
21.650	0.0000
21.660	0.0000
21.670	0.0000
21.680	0.0000
21.690	0.0000
21.700	0.0000
21.710	0.0000
21.720	0.0000
21.730	0.0000
21.740	0.0000
21.750	0.0000
21.760	0.0000
21.770	0.0000
21.780	0.0000
21.790	0.0000
21.800	0.0000
21.810	0.0000
21.820	0.0000
21.830	0.0000
21.840	0.0000
21.850	0.0000
21.860	0.0000
21.870	0.0000
21.880	0.0000
21.890	0.0000
21.900	0.0000
21.910	0.0000
21.920	0.0000
21.930	0.0000
21.940	0.0000
21.950	0.0000
21.960	0.0000
21.970	0.0000
21.980	0.0000
21.990	0.0000
22.000	0.0000
22.010	0.0000
22.020	0.0000
22.030	0.0000
22.040	0.0000
22.050	0.0000
22.060	0.0000
22.070	0.0000
22.080	0.0000
22.090	0.0000
22.100	0.0000
22.110	0.0000
22.120	0.0000
22.130	0.0000
22.140	0.0000
22.150	0.0000
22.160	0.0000
22.170	0.0000
22.180	0.0000
22.190	0.0000
22.200	0.0000
22.210	0.0000
22.220	0.0000
22.230	0.0000
22.240	0.0000
22.250	0.0000
22.260	0.0000
22.270	0.0000
22.280	0.0000
22.290	0.0000
22.300	0.0000
22.310	0.0000
22.320	0.0000
22.330	0.0000
22.340	0.0000
22.350	0.0000
22.360	0.0000
22.370	0.0000
22.380	0.0000
22.390	0.0000
22.400	0.0000
22.410	0.0000
22.420	0.0000
22.430	0.0000
22.440	0.0000
22.450	0.0000
22.460	0.0000
22.470	0.0000
22.480	0.0000
22.490	0.0000
22.500	0.0000
22.510	0.0000
22.520	0.0000
22.530	0.0000
22.540	0.0000
22.550	0.0000
22.560	0.0000
22.570	0.0000
22.580	0.0000
22.590	0.0000
22.600	0.0000
22.610	0.0000
22.620	0.0000
22.630	0.0000
22.640	0.0000
22.650	0.0000
22.660	0.0000
22.670	0.0000
22.680	0.0000
22.690	0.0000
22.700	0.0000
22.710	0.0000
22.720	0.0000
22.730	0.0000
22.740	0.0000
22.750	0.0000
22.760	0.0000
22.770	0.0000
22.780	0.0000
22.790	0.0000
22.800	0.0000
22.810	0.0000
22.820	0.0000
22.830	0.0000
22.840	0.0000
22.850	0.0000
22.860	0.0000
22.870	0.0000
22.880	0.0000
22.890	0.0000
22.900	0.0000
22.910	0.0000
22.920	0.0000
22.930	0.0000
22.940	0.0000
22.950	0.0000
22.960	0.0000
22.970	0.0000
22.980	0.0000
22.990	0.0000
23.000	0.0000
23.010	0.0000
23.020	0.0000
23.030	0.0000
23.040	0.0000
23.050	0.0000
23.060	0.0000
23.070	0.0000
23.080	0.0000
23.090	0.0000
23.100	0.0000
23.110	0.0000
23.120	0.0000
23.130	0.0000
23.140	0.0000
23.150	0.0000
23.160	0.0000
23.170	0.0000
23.180	0.0000
23.190	0.0000
23.200	0.0000
23.210	0.0000
23.220	0.0000
23.230	0.0000
23.240	0.0000
23.250	0.0000
23.260	0.0000
23.270	0.0000
23.280	0.0000
23.290	0.0000
23.300	0.0000
23.310	0.0000
23.320	0.0000
23.330	0.0000
23.340	0.0000
23.350	0.0000
23.360	0.0000
23.370	0.0000
23.380	0.0000
23.390	0.0000
23.400	0.0000
23.410	0.0000
23.420	0.0000
23.430	0.0000
23.440	0.0000
23.450	0.0000
23.460	0.0000
23.470	0.0000
23.480	0.0000
23.490	0.0000
23.500	0.0000
23.510	0.0000
23.520	0.0000
23.530	0.0000
23.540	0.0000
23.550	0.0000
23.560	0.0000
23.570	0.0000
23.580	0.0000
23.590	0.0000
23.600	0.0000
23.610	0.0000
23.620	0.0000
23.630	0.0000
23.640	0.0000
23.650	0.0000
23.660	0.0000
23.670	0.0000
23.680	0.0000
23.690	0.0000
23.700	0.0000
23.710	0.0000
23.720	0.0000
23.730	0.0000
23.740	0.0000
23.750	0.0000
23.760	0.0000
23.770	0.0000
23.780	0.0000
23.790	0.0000
23.800	0.0000
23.810	0.0000
23.820	0.0000
23.830	0.0000
23.840	0.0000
23.850	0.0000
23.860	0.0000
23.870	0.0000
23.880	0.0000
23.890	0.0000
23.900	0.0000
23.910	0.0000
23.920	0.0000
23.930	0.0000
23.940	0.0000
23.950	0.0000
23.960	0.0000
23.970	0.0000
23.980	0.0000
23.990	0.0000
24.000	0.0000
24.010	0.0000
24.020	0.0000
24.030	0.0000
24.040	0.0000
24.050	0.0000
24.060	0.0000
24.070	0.0000
24.080	0.0000
24.090	0.0000
24.100	0.0000
24.110	0.0000
24.120	0.0000
24.130	0.0000
24.140	0.0000
24.150	0.0000
24.160	0.0000
24.170	0.0000
24.180	0.0000
24.190	0.0000
24.200	0.0000
24.210	0.0000
24.220	0.0000
24.230	0.0000
24.240	0.0000
24.250	0.0000
24.260	0.0000
24.270	0.0000
24.280	0.0000
24.290	0.0000
24.300	0.0000
24.310	0.0000
24.320	0.0000
24.330	0.0000
24.340	0.0000
24.350	0.0000
24.360	0.0000
24.370	0.0000
24.380	0.0000
24.390	0.0000
24.400	0.0000
24.410	0.0000
24.420	0.0000
24.430	0.0000
24.440	0.0000
24.450	0.0000
24.460	0.0000
24.470	0.0000
24.480	0.0000
24.490	0.0000
24.500	0.0000
24.510	0.0000
24.520	0.0000
24.530	0.0000
24.540	0.0000
24.550	0.0000
24.560	0.0000
24.570	0.0000
24.580	0.0000
24.590	0.0000
24.600	0.0000
24.610	0.0000
24.620	0.0000
24.630	0.0000
24.640	0.0000
24.650	0.0000
24.660	0.0000
24.670	0.0000
24.680	0.0000
24.690	0.0000
24.700	0.0000
24.710	0.0000
24.720	0.0000
24.730	0.0000
24.740	0.0000
24.750	0.0000
24.760	0.0000
24.770	0.0000
24.780	0.0000
24.790	0.0000
24.800	0.0000
24.810	0.0000
24.820	0.0000
24.830	0.0000
24.840	0.0000
24.850	0.0000
24.860	0.0000
24.870	0.0000
24.880	0.0000
24.890	0.0000
24.900	0.0000
24.910	0.0000
24.920	0.0000
24.930	0.0000
24.940	0.0000
24.950	0.0000
24.960	0.0000
24.970	0.0000
24.980	0.0000
24.990	0.0000
25.000	0.0000
25.010	0.0000
25.020	0.0000
25.030	0.0000
25.040	0.0000
25.050	0.0000
25.060	0.0000
25.070	0.0000
25.080	0.0000
25.090	0.0000
25.100	0.0000
25.110	0.0000
25.120	0.0000
25.130	0.0000
25.140	0.0000
25.150	0.0000
25.160	0.0000
25.170	0.0000
25.180	0.0000
25.190	0.0000
25.200	0.0000
25.210	0.0000
25.220	0.0000
25.230	0.0000
25.240	0.0000
25.250	0.0000
25.260	0.0000
25.270	0.0000
25.280	0.0000
25.290	0.0000
25.300	0.0000
25.310	0.0000
25.320	0.0000
25.330	0.0000
25.340	0.0000
25.350	0.0000
25.360	0.0000
25.370	0.0000
25.380	0.0000
25.390	0.0000
25.400	0.0000
25.410	0.0000
25.420	0.0000
25.430	0.0000
25.440	0.0000
25.450	0.0000
25.460	0.0000
25.470	0.0000
25.480	0.0000
25.490	0.0000
25.500	0.0000
25.510	0.0000
25.520	0.0000
25.530	0.0000
25.540	0.0000
25.550	0.0000
25.560	0.0000
25.570	0.0000
25.580	0.0000
25.590	0.0000
25.600	0.0000
25.610	0.0000
25.620	0.0000
25.630	0.0000
25.640	0.0000
25.650	0.0000
25.660	0.0000
25.670	0.0000
25.680	0.0000
25.690	0.0000
25.700	0.0000
25.710	0.0000
25.720	0.0000
25.730	0.0000
25.740	0.0000
25.750	0.0000
25.760	0.0000
25.770	0.0000
25.780	0.0000
25.790	0.0000
25.800	0.0000
25.810	0.0000
25.820	0.0000
25.830	0.0000
25.840	0.0000
25.850	0.0000
25.860	0.0000
25.870	0.0000
25.880	0.0000
25.890	0.0000
25.900	0.0000
25.910	0.0000
25.920	0.0000
25.930	0.0000
25.940	0.0000
25.950	0.0000
25.960	0.0000
25.970	0.0000
25.980	0.0000
25.990	0.0000
26.000	0.0000
26.010	0.0000
26.020	0.0000
26.030	0.0000
26.040	0.0000
26.050	0.0000
26.060	0.0000
26.070	0.0000
26.080	0.0000
26.090	0.0000
26.100	0.0000
26.110	0.0000
26.120	0.0000
26.130	0.0000
26.140	0.0000
26.150	0.0000
26.160	0.0000
26.170	0.0000
26.180	0.0000
26.190	0.0000
26.200	0.0000
26.210	0.0000
26.220	0.0000
26.230	0.0000
26.240	0.0000
26.250	0.0000
26.260	0.0000
26.270	0.0000
26.280	0.0000
26.290	0.0000
26.300	0.0000
26.310	0.0000
26.320	0.0000
26.330	0.0000
26.340	0.0000
26.350	0.0000
26.360	0.0000
26.370	0.0000
26.380	0.0000
26.390	0.0000
26.400	0.0000
26.410	0.0000
26.420	0.0000
26.430	0.0000
26.440	0.0000
26.450	0.0000
26.460	0.0000
26.470	0.0000
26.480	0.0000
26.490	0.0000
26.500	0.0000
26.510	0.0000
26.520	0.0000
26.530	0.0000
26.540	0.0000
26.550	0.0000
26.560	0.0000
26.570	0.0000
26.580	0.0000
26.590	0.0000
26.600	0.0000
26.610	0.0000
26.620	0.0000
26.630	0.0000
26.640	0.0000
26.650	0.0000
26.660	0.0000
26.670	0.0000
26.680	0.0000
26.690	0.0000
26.700	0.0000
26.710	0.0000
26.720	0.0000
26.730	0.0000
26.740	0.0000
26.750	0.0000
26.760	0.0000
26.770	0.0000
26.780	0.0000
26.790	0.0000
26.800	0.0000
26.810	0.0000
26.820	0.0000
26.830	0.0000
26.840	0.0000
26.850	0.0000
26.860	0.0000
26.870	0.0000
26.880	0.0000
26.890	0.0000
26.900	0.0000
26.910	0.0000
26.920	0.0000
26.930	0.0000
26.940	0.0000
26.950	0.0000
26.960	0.0000
26.970	0.0000
26.980	0.0000
26.990	0.0000
27.000	0.0000
27.010	0.0000
27.020	0.0000
27.030	0.0000
27.040	0.0000
27.050	0.0000
27.060	0.0000
27.070	0.0000
27.080	0.0000
27.090	0.0000
27.100	0.0000
27.110	0.0000
27.120	0.0000
27.130	0.0000
27.140	0.0000
27.150	0.0000
27.160	0.0000
27.170	0.0000
27.180	0.0000
27.190	0.0000
27.200	0.0000
27.210	0.0000
27.220	0.0000
27.230	0.0000
27.240	0.0000
27.250	0.0000
27.260	0.0000
27.270	0.0000
27.280	0.0000
27.290	0.0000
27.300	0.0000
27.310	0.0000
27.320	0.0000
27.330	0.0000
27.340	0.0000
27.350	0.0000
27.360	0.0000
27.370	0.0000
27.380	0.0000
27.390	0.0000
27.400	0.0000
27.410	0.0000
27.420	0.0000
27.430	0.0000
27.440	0.0000
27.450	0.0000
27.460	0.0000
27.470	0.0000
27.480	0.0000
27.490	0.0000
27.500	0.0000
27.510	0.0000
27.520	0.0000
27.530	0.0000
27.540	0.0000
27.550	0.0000
27.560	0.0000
27.570	0.0000
27.580	0.0000
27.590	0.0000
27.600	0.0000
27.610	0.0000
27.620	0.0000
27.630	0.0000
27.640	0.0000
27.650	0.0000
27.660	0.0000
27.670	0.0000
27.680	0.0000
27.690	0.0000
27.700	0.0000
27.710	0.0000
27.720	0.0000
27.730	0.0000
27.740	0.0000
27.750	0.0000
27.760	0.0000
27.770	0.0000
27.780	0.0000
27.790	0.0000
27.800	0.0000
27.810	0.0000
27.820	0.0000
27.830	0.0000
27.840	0.0000
27.850	0.0000
27.860	0.0000
27.870	0.0000
27.880	0.0000
27.890	0.0000
27.900	0.0000
27.910	0.0000
27.920	0.0000
27.930	0.0000
27.940	0.0000
27.950	0.0000
27.960	0.0000
27.970	0.0000
27.980	0.0000
27.990	0.0000
28.000	0.0000
28.010	0.0000
28.020	0.0000
28.030	0.0000
28.040	0.0000
28.050	0.0000
28.060	0.0000
28.070	0.0000
28.080	0.0000
28.090	0.0000
28.100	0.0000
28.110	0.0000
28.120	0.0000
28.130	0.0000
28.140	0.0000
28.150	0.0000
28.160	0.0000
28.170	0.0000
28.180	0.0000
28.190	0.0000
28.200	0.0000
28.210	0.0000
28.220	0.0000
28.230	0.0000
28.240	0.0000
28.250	0.0000
28.260	0.0000
28.270	0.0000
28.280	0.0000
28.290	0.0000
28.300	0.0000
28.310	0.0000
28.320	0.0000
28.330	0.0000
28.340	0.0000
28.350	0.0000
28.360	0.0000
28.370	0.0000
28.380	0.0000
28.390	0.0000
28.400	0.0000
28.410	0.0000
28.420	0.0000
28.430	0.0000
28.440	0.0000
28.450	0.0000
28.460	0.0000
28.470	0.0000
28.480	0.0000
28.490	0.0000
28.500	0.0000
28.510	0.0000
28.520	0.0000
28.530	0.0000
28.540	0.0000
28.550	0.0000
28.560	0.0000
28.570	0.0000
28.580	0.0000
28.590	0.0000
28.600	0.0000
28.610	0.0000
28.620	0.0000
28.630	0.0000
28.640	0.0000
28.650	0.0000
28.660	0.0000
28.670	0.0000
28.680	0.0000
28.690	0.0000
28.700	0.0000
28.710	0.0000
28.720	0.0000
28.730	0.0000
28.740	0.0000
28.750	0.0000
28.760	0.0000
28.770	0.0000
28.780	0.0000
28.790	0.0000
28.800	0.0000
28.810	0.0000
28.820	0.0000
28.830	0.0000
28.840	0.0000
28.850	0.0000
28.860	0.0000
28.870	0.0000
28.880	0.0000
28.890	0.0000
28.900	0.0000
28.910	0.0000
28.920	0.0000
28.930	0.0000
28.940	0.0000
28.950	0.0000
28.960	0.0000
28.970	0.0000
28.980	0.0000
28.990	0.0000
29.000	0.0000
29.010	0.0000
29.020	0.0000
29.030	0.0000
29.040	0.0000
29.050	0.0000
29.060	0.0000
29.070	0.0000
29.080	0.0000
29.090	0.0000
29.100	0.0000
29.110	0.0000
29.120	0.0000
29.130	0.0000
29.140	0.0000
29.150	0.0000
29.160	0.0000
29.170	0.0000
29.180	0.0000
29.190	0.0000
29.200	0.0000
29.210	0.0000
29.220	0.0000
29.230	0.0000
29.240	0.0000
29.250	0.0000
29.260	0.0000
29.270	0.0000
29.280	0.0000
29.290	0.0000
29.300	0.0000
29.310	0.0000
29.320	0.0000
29.330	0.0000
29.340	0.0000
29.350	0.0000
29.360	0.0000
29.370	0.0000
29.380	0.0000
29.390	0.0000
29.400	0.0000
29.410	0.0000
29.420	0.0000
29.430	0.0000
29.440	0.0000
29.450	0.0000
29.460	0.0000
29.470	0.0000
29.480	0.0000
29.490	0.0000
29.500	0.0000
29.510	0.0000
29.520	0.0000
29.530	0.0000
29.540	0.0000
29.550	0.0000
29.560	0.0000
29.570	0.0000
29.580	0.0000
29.590	0.0000
29.600	0.0000
29.610	0.0000
29.620	0.0000
29.630	0.0000
29.640	0.0000
29.650	0.0000
29.660	0.0000
29.670	0.0000
29.680	0.0000
29.690	0.0000
29.700	0.0000
29.710	0.0000
29.720	0.0000
29.730	0.0000
29.740	0.0000
29.750	0.0000
29.760	0.0000
29.770	0.0000
29.780	0.0000
29.790	0.0000
29.800	0.0000
29.810	0.0000
29.820	0.0000
29.830	0.0000
29.840	0.0000
29.850	0.0000
29.860	0.0000
29.870	0.0000
29.880	0.0000
29.890	0.0000
29.900	0.0000
29.910	0.0000
29.920	0.0000
29.930	0.0000
29.940	0.0000
29.950	0.0000
29.960	0.0000
29.970	0.0000
29.980	0.0000
29.990	0.0000
30.000	0.0000
