t(c)	theta(grad)
17.470	85.000
17.480	85.000
17.490	85.000
17.500	85.000
17.510	85.000
17.520	85.000
17.530	85.000
17.540	85.000
17.550	85.000
17.560	85.000
17.570	85.000
17.580	85.000
17.590	85.000
17.600	85.000
17.610	85.000
17.620	85.000
17.630	85.000
17.640	85.000
17.650	85.000
17.660	85.000
17.670	85.000
17.680	85.000
17.690	85.000
17.700	85.000
17.710	85.000
17.720	85.000
17.730	85.000
17.740	85.000
17.750	85.000
17.760	85.000
17.770	85.000
17.780	85.000
17.790	85.000
17.800	85.000
17.810	85.000
17.820	85.000
17.830	85.000
17.840	85.000
17.850	85.000
17.860	85.000
17.870	85.000
17.880	85.000
17.890	85.000
17.900	85.000
17.910	85.000
17.920	85.000
17.930	85.000
17.940	85.000
17.950	85.000
17.960	85.000
17.970	85.000
17.980	85.000
17.990	85.000
18.000	85.000
18.010	85.000
18.020	85.000
18.030	85.000
18.040	85.000
18.050	85.000
18.060	85.000
18.070	85.000
18.080	85.000
18.090	85.000
18.100	85.000
18.110	85.000
18.120	85.000
18.130	85.000
18.140	85.000
18.150	85.000
18.160	85.000
18.170	85.000
18.180	85.000
18.190	85.000
18.200	85.000
18.210	85.000
18.220	85.000
18.230	85.000
18.240	85.000
18.250	85.000
18.260	85.000
18.270	85.000
18.280	85.000
18.290	85.000
18.300	85.000
18.310	85.000
18.320	85.000
18.330	85.000
18.340	85.000
18.350	85.000
18.360	85.000
18.370	85.000
18.380	85.000
18.390	85.000
18.400	85.000
18.410	85.000
18.420	85.000
18.430	85.000
18.440	85.000
18.450	85.000
18.460	85.000
18.470	85.000
18.480	85.000
18.490	85.000
18.500	85.000
18.510	85.000
18.520	85.000
18.530	85.000
18.540	85.000
18.550	85.000
18.560	85.000
18.570	85.000
18.580	85.000
18.590	85.000
18.600	85.000
18.610	85.000
18.620	85.000
18.630	85.000
18.640	85.000
18.650	85.000
18.660	85.000
18.670	85.000
18.680	85.000
18.690	85.000
18.700	85.000
18.710	85.000
18.720	85.000
18.730	85.000
18.740	85.000
18.750	85.000
18.760	85.000
18.770	85.000
18.780	85.000
18.790	85.000
18.800	85.000
18.810	85.000
18.820	85.000
18.830	85.000
18.840	85.000
18.850	85.000
18.860	85.000
18.870	85.000
18.880	85.000
18.890	85.000
18.900	85.000
18.910	85.000
18.920	85.000
18.930	85.000
18.940	85.000
18.950	85.000
18.960	85.000
18.970	85.000
18.980	85.000
18.990	85.000
19.000	85.000
19.010	85.000
19.020	85.000
19.030	85.000
19.040	85.000
19.050	85.000
19.060	85.000
19.070	85.000
19.080	85.000
19.090	85.000
19.100	85.000
19.110	85.000
19.120	85.000
19.130	85.000
19.140	85.000
19.150	85.000
19.160	85.000
19.170	85.000
19.180	85.000
19.190	85.000
19.200	85.000
19.210	85.000
19.220	85.000
19.230	85.000
19.240	85.000
19.250	85.000
19.260	85.000
19.270	85.000
19.280	85.000
19.290	85.000
19.300	85.000
19.310	85.000
19.320	85.000
19.330	85.000
19.340	85.000
19.350	85.000
19.360	85.000
19.370	85.000
19.380	85.000
19.390	85.000
19.400	85.000
19.410	85.000
19.420	85.000
19.430	85.000
19.440	85.000
19.450	85.000
19.460	85.000
19.470	85.000
19.480	85.000
19.490	85.000
19.500	85.000
19.510	85.000
19.520	85.000
19.530	85.000
19.540	85.000
19.550	85.000
19.560	85.000
19.570	85.000
19.580	85.000
19.590	85.000
19.600	85.000
19.610	85.000
19.620	85.000
19.630	85.000
19.640	85.000
19.650	85.000
19.660	85.000
19.670	85.000
19.680	85.000
19.690	85.000
19.700	85.000
19.710	85.000
19.720	85.000
19.730	85.000
19.740	85.000
19.750	85.000
19.760	85.000
19.770	85.000
19.780	85.000
19.790	85.000
19.800	85.000
19.810	85.000
19.820	85.000
19.830	85.000
19.840	85.000
19.850	85.000
19.860	85.000
19.870	85.000
19.880	85.000
19.890	85.000
19.900	85.000
19.910	85.000
19.920	85.000
19.930	85.000
19.940	85.000
19.950	85.000
19.960	85.000
19.970	85.000
19.980	85.000
19.990	85.000
20.000	85.000
20.010	85.000
20.020	85.000
20.030	85.000
20.040	85.000
20.050	85.000
20.060	85.000
20.070	85.000
20.080	85.000
20.090	85.000
20.100	85.000
20.110	85.000
20.120	85.000
20.130	85.000
20.140	85.000
20.150	85.000
20.160	85.000
20.170	85.000
20.180	85.000
20.190	85.000
20.200	85.000
20.210	85.000
20.220	85.000
20.230	85.000
20.240	85.000
20.250	85.000
20.260	85.000
20.270	85.000
20.280	85.000
20.290	85.000
20.300	85.000
20.310	85.000
20.320	85.000
20.330	85.000
20.340	85.000
20.350	85.000
20.360	85.000
20.370	85.000
20.380	85.000
20.390	85.000
20.400	85.000
20.410	85.000
20.420	85.000
20.430	85.000
20.440	85.000
20.450	85.000
20.460	85.000
20.470	85.000
20.480	85.000
20.490	85.000
20.500	85.000
20.510	85.000
20.520	85.000
20.530	85.000
20.540	85.000
20.550	85.000
20.560	85.000
20.570	85.000
20.580	85.000
20.590	85.000
20.600	85.000
20.610	85.000
20.620	85.000
20.630	85.000
20.640	85.000
20.650	85.000
20.660	85.000
20.670	85.000
20.680	85.000
20.690	85.000
20.700	85.000
20.710	85.000
20.720	85.000
20.730	85.000
20.740	85.000
20.750	85.000
20.760	85.000
20.770	85.000
20.780	85.000
20.790	85.000
20.800	85.000
20.810	85.000
20.820	85.000
20.830	85.000
20.840	85.000
20.850	85.000
20.860	85.000
20.870	85.000
20.880	85.000
20.890	85.000
20.900	85.000
20.910	85.000
20.920	85.000
20.930	85.000
20.940	85.000
20.950	85.000
20.960	85.000
20.970	85.000
20.980	85.000
20.990	85.000
21.000	85.000
21.010	85.000
21.020	85.000
21.030	85.000
21.040	85.000
21.050	85.000
21.060	85.000
21.070	85.000
21.080	85.000
21.090	85.000
21.100	85.000
21.110	85.000
21.120	85.000
21.130	85.000
21.140	85.000
21.150	85.000
21.160	85.000
21.170	85.000
21.180	85.000
21.190	85.000
21.200	85.000
21.210	85.000
21.220	85.000
21.230	85.000
21.240	85.000
21.250	85.000
21.260	85.000
21.270	85.000
21.280	85.000
21.290	85.000
21.300	85.000
21.310	85.000
21.320	85.000
21.330	85.000
21.340	85.000
21.350	85.000
21.360	85.000
21.370	85.000
21.380	85.000
21.390	85.000
21.400	85.000
21.410	85.000
21.420	85.000
21.430	85.000
21.440	85.000
21.450	85.000
21.460	85.000
21.470	85.000
21.480	85.000
21.490	85.000
21.500	85.000
21.510	85.000
21.520	85.000
21.530	85.000
21.540	85.000
21.550	85.000
21.560	85.000
21.570	85.000
21.580	85.000
21.590	85.000
21.600	85.000
21.610	85.000
21.620	85.000
21.630	85.000
21.640	85.000
21.650	85.000
21.660	85.000
21.670	85.000
21.680	85.000
21.690	85.000
21.700	85.000
21.710	85.000
21.720	85.000
21.730	85.000
21.740	85.000
21.750	85.000
21.760	85.000
21.770	85.000
21.780	85.000
21.790	85.000
21.800	85.000
21.810	85.000
21.820	85.000
21.830	85.000
21.840	85.000
21.850	85.000
21.860	85.000
21.870	85.000
21.880	85.000
21.890	85.000
21.900	85.000
21.910	85.000
21.920	85.000
21.930	85.000
21.940	85.000
21.950	85.000
21.960	85.000
21.970	85.000
21.980	85.000
21.990	85.000
22.000	85.000
22.010	85.000
22.020	85.000
22.030	85.000
22.040	85.000
22.050	85.000
22.060	85.000
22.070	85.000
22.080	85.000
22.090	85.000
22.100	85.000
22.110	85.000
22.120	85.000
22.130	85.000
22.140	85.000
22.150	85.000
22.160	85.000
22.170	85.000
22.180	85.000
22.190	85.000
22.200	85.000
22.210	85.000
22.220	85.000
22.230	85.000
22.240	85.000
22.250	85.000
22.260	85.000
22.270	85.000
22.280	85.000
22.290	85.000
22.300	85.000
22.310	85.000
22.320	85.000
22.330	85.000
22.340	85.000
22.350	85.000
22.360	85.000
22.370	85.000
22.380	85.000
22.390	85.000
22.400	85.000
22.410	85.000
22.420	85.000
22.430	85.000
22.440	85.000
22.450	85.000
22.460	85.000
22.470	85.000
22.480	85.000
22.490	85.000
22.500	85.000
22.510	85.000
22.520	85.000
22.530	85.000
22.540	85.000
22.550	85.000
22.560	85.000
22.570	85.000
22.580	85.000
22.590	85.000
22.600	85.000
22.610	85.000
22.620	85.000
22.630	85.000
22.640	85.000
22.650	85.000
22.660	85.000
22.670	85.000
22.680	85.000
22.690	85.000
22.700	85.000
22.710	85.000
22.720	85.000
22.730	85.000
22.740	85.000
22.750	85.000
22.760	85.000
22.770	85.000
22.780	85.000
22.790	85.000
22.800	85.000
22.810	85.000
22.820	85.000
22.830	85.000
22.840	85.000
22.850	85.000
22.860	85.000
22.870	85.000
22.880	85.000
22.890	85.000
22.900	85.000
22.910	85.000
22.920	85.000
22.930	85.000
22.940	85.000
22.950	85.000
22.960	85.000
22.970	85.000
22.980	85.000
22.990	85.000
23.000	85.000
23.010	85.000
23.020	85.000
23.030	85.000
23.040	85.000
23.050	85.000
23.060	85.000
23.070	85.000
23.080	85.000
23.090	85.000
23.100	85.000
23.110	85.000
23.120	85.000
23.130	85.000
23.140	85.000
23.150	85.000
23.160	85.000
23.170	85.000
23.180	85.000
23.190	85.000
23.200	85.000
23.210	85.000
23.220	85.000
23.230	85.000
23.240	85.000
23.250	85.000
23.260	85.000
23.270	85.000
23.280	85.000
23.290	85.000
23.300	85.000
23.310	85.000
23.320	85.000
23.330	85.000
23.340	85.000
23.350	85.000
23.360	85.000
23.370	85.000
23.380	85.000
23.390	85.000
23.400	85.000
23.410	85.000
23.420	85.000
23.430	85.000
23.440	85.000
23.450	85.000
23.460	85.000
23.470	85.000
23.480	85.000
23.490	85.000
23.500	85.000
23.510	85.000
23.520	85.000
23.530	85.000
23.540	85.000
23.550	85.000
23.560	85.000
23.570	85.000
23.580	85.000
23.590	85.000
23.600	85.000
23.610	85.000
23.620	85.000
23.630	85.000
23.640	85.000
23.650	85.000
23.660	85.000
23.670	85.000
23.680	85.000
23.690	85.000
23.700	85.000
23.710	85.000
23.720	85.000
23.730	85.000
23.740	85.000
23.750	85.000
23.760	85.000
23.770	85.000
23.780	85.000
23.790	85.000
23.800	85.000
23.810	85.000
23.820	85.000
23.830	85.000
23.840	85.000
23.850	85.000
23.860	85.000
23.870	85.000
23.880	85.000
23.890	85.000
23.900	85.000
23.910	85.000
23.920	85.000
23.930	85.000
23.940	85.000
23.950	85.000
23.960	85.000
23.970	85.000
23.980	85.000
23.990	85.000
24.000	85.000
24.010	85.000
24.020	85.000
24.030	85.000
24.040	85.000
24.050	85.000
24.060	85.000
24.070	85.000
24.080	85.000
24.090	85.000
24.100	85.000
24.110	85.000
24.120	85.000
24.130	85.000
24.140	85.000
24.150	85.000
24.160	85.000
24.170	85.000
24.180	85.000
24.190	85.000
24.200	85.000
24.210	85.000
24.220	85.000
24.230	85.000
24.240	85.000
24.250	85.000
24.260	85.000
24.270	85.000
24.280	85.000
24.290	85.000
24.300	85.000
24.310	85.000
24.320	85.000
24.330	85.000
24.340	85.000
24.350	85.000
24.360	85.000
24.370	85.000
24.380	85.000
24.390	85.000
24.400	85.000
24.410	85.000
24.420	85.000
24.430	85.000
24.440	85.000
24.450	85.000
24.460	85.000
24.470	85.000
24.480	85.000
24.490	85.000
24.500	85.000
24.510	85.000
24.520	85.000
24.530	85.000
24.540	85.000
24.550	85.000
24.560	85.000
24.570	85.000
24.580	85.000
24.590	85.000
24.600	85.000
24.610	85.000
24.620	85.000
24.630	85.000
24.640	85.000
24.650	85.000
24.660	85.000
24.670	85.000
24.680	85.000
24.690	85.000
24.700	85.000
24.710	85.000
24.720	85.000
24.730	85.000
24.740	85.000
24.750	85.000
24.760	85.000
24.770	85.000
24.780	85.000
24.790	85.000
24.800	85.000
24.810	85.000
24.820	85.000
24.830	85.000
24.840	85.000
24.850	85.000
24.860	85.000
24.870	85.000
24.880	85.000
24.890	85.000
24.900	85.000
24.910	85.000
24.920	85.000
24.930	85.000
24.940	85.000
24.950	85.000
24.960	85.000
24.970	85.000
24.980	85.000
24.990	85.000
25.000	85.000
25.010	85.000
25.020	85.000
25.030	85.000
25.040	85.000
25.050	85.000
25.060	85.000
25.070	85.000
25.080	85.000
25.090	85.000
25.100	85.000
25.110	85.000
25.120	85.000
25.130	85.000
25.140	85.000
25.150	85.000
25.160	85.000
25.170	85.000
25.180	85.000
25.190	85.000
25.200	85.000
25.210	85.000
25.220	85.000
25.230	85.000
25.240	85.000
25.250	85.000
25.260	85.000
25.270	85.000
25.280	85.000
25.290	85.000
25.300	85.000
25.310	85.000
25.320	85.000
25.330	85.000
25.340	85.000
25.350	85.000
25.360	85.000
25.370	85.000
25.380	85.000
25.390	85.000
25.400	85.000
25.410	85.000
25.420	85.000
25.430	85.000
25.440	85.000
25.450	85.000
25.460	85.000
25.470	85.000
25.480	85.000
25.490	85.000
25.500	85.000
25.510	85.000
25.520	85.000
25.530	85.000
25.540	85.000
25.550	85.000
25.560	85.000
25.570	85.000
25.580	85.000
25.590	85.000
25.600	85.000
25.610	85.000
25.620	85.000
25.630	85.000
25.640	85.000
25.650	85.000
25.660	85.000
25.670	85.000
25.680	85.000
25.690	85.000
25.700	85.000
25.710	85.000
25.720	85.000
25.730	85.000
25.740	85.000
25.750	85.000
25.760	85.000
25.770	85.000
25.780	85.000
25.790	85.000
25.800	85.000
25.810	85.000
25.820	85.000
25.830	85.000
25.840	85.000
25.850	85.000
25.860	85.000
25.870	85.000
25.880	85.000
25.890	85.000
25.900	85.000
25.910	85.000
25.920	85.000
25.930	85.000
25.940	85.000
25.950	85.000
25.960	85.000
25.970	85.000
25.980	85.000
25.990	85.000
26.000	85.000
26.010	85.000
26.020	85.000
26.030	85.000
26.040	85.000
26.050	85.000
26.060	85.000
26.070	85.000
26.080	85.000
26.090	85.000
26.100	85.000
26.110	85.000
26.120	85.000
26.130	85.000
26.140	85.000
26.150	85.000
26.160	85.000
26.170	85.000
26.180	85.000
26.190	85.000
26.200	85.000
26.210	85.000
26.220	85.000
26.230	85.000
26.240	85.000
26.250	85.000
26.260	85.000
26.270	85.000
26.280	85.000
26.290	85.000
26.300	85.000
26.310	85.000
26.320	85.000
26.330	85.000
26.340	85.000
26.350	85.000
26.360	85.000
26.370	85.000
26.380	85.000
26.390	85.000
26.400	85.000
26.410	85.000
26.420	85.000
26.430	85.000
26.440	85.000
26.450	85.000
26.460	85.000
26.470	85.000
26.480	85.000
26.490	85.000
26.500	85.000
26.510	85.000
26.520	85.000
26.530	85.000
26.540	85.000
26.550	85.000
26.560	85.000
26.570	85.000
26.580	85.000
26.590	85.000
26.600	85.000
26.610	85.000
26.620	85.000
26.630	85.000
26.640	85.000
26.650	85.000
26.660	85.000
26.670	85.000
26.680	85.000
26.690	85.000
26.700	85.000
26.710	85.000
26.720	85.000
26.730	85.000
26.740	85.000
26.750	85.000
26.760	85.000
26.770	85.000
26.780	85.000
26.790	85.000
26.800	85.000
26.810	85.000
26.820	85.000
26.830	85.000
26.840	85.000
26.850	85.000
26.860	85.000
26.870	85.000
26.880	85.000
26.890	85.000
26.900	85.000
26.910	85.000
26.920	85.000
26.930	85.000
26.940	85.000
26.950	85.000
26.960	85.000
26.970	85.000
26.980	85.000
26.990	85.000
27.000	85.000
27.010	85.000
27.020	85.000
27.030	85.000
27.040	85.000
27.050	85.000
27.060	85.000
27.070	85.000
27.080	85.000
27.090	85.000
27.100	85.000
27.110	85.000
27.120	85.000
27.130	85.000
27.140	85.000
27.150	85.000
27.160	85.000
27.170	85.000
27.180	85.000
27.190	85.000
27.200	85.000
27.210	85.000
27.220	85.000
27.230	85.000
27.240	85.000
27.250	85.000
27.260	85.000
27.270	85.000
27.280	85.000
27.290	85.000
27.300	85.000
27.310	85.000
27.320	85.000
27.330	85.000
27.340	85.000
27.350	85.000
27.360	85.000
27.370	85.000
27.380	85.000
27.390	85.000
27.400	85.000
27.410	85.000
27.420	85.000
27.430	85.000
27.440	85.000
27.450	85.000
27.460	85.000
27.470	85.000
27.480	85.000
27.490	85.000
27.500	85.000
27.510	85.000
27.520	85.000
27.530	85.000
27.540	85.000
27.550	85.000
27.560	85.000
27.570	85.000
27.580	85.000
27.590	85.000
27.600	85.000
27.610	85.000
27.620	85.000
27.630	85.000
27.640	85.000
27.650	85.000
27.660	85.000
27.670	85.000
27.680	85.000
27.690	85.000
27.700	85.000
27.710	85.000
27.720	85.000
27.730	85.000
27.740	85.000
27.750	85.000
27.760	85.000
27.770	85.000
27.780	85.000
27.790	85.000
27.800	85.000
27.810	85.000
27.820	85.000
27.830	85.000
27.840	85.000
27.850	85.000
27.860	85.000
27.870	85.000
27.880	85.000
27.890	85.000
27.900	85.000
27.910	85.000
27.920	85.000
27.930	85.000
27.940	85.000
27.950	85.000
27.960	85.000
27.970	85.000
27.980	85.000
27.990	85.000
28.000	85.000
28.010	85.000
28.020	85.000
28.030	85.000
28.040	85.000
28.050	85.000
28.060	85.000
28.070	85.000
28.080	85.000
28.090	85.000
28.100	85.000
28.110	85.000
28.120	85.000
28.130	85.000
28.140	85.000
28.150	85.000
28.160	85.000
28.170	85.000
28.180	85.000
28.190	85.000
28.200	85.000
28.210	85.000
28.220	85.000
28.230	85.000
28.240	85.000
28.250	85.000
28.260	85.000
28.270	85.000
28.280	85.000
28.290	85.000
28.300	85.000
28.310	85.000
28.320	85.000
28.330	85.000
28.340	85.000
28.350	85.000
28.360	85.000
28.370	85.000
28.380	85.000
28.390	85.000
28.400	85.000
28.410	85.000
28.420	85.000
28.430	85.000
28.440	85.000
28.450	85.000
28.460	85.000
28.470	85.000
28.480	85.000
28.490	85.000
28.500	85.000
28.510	85.000
28.520	85.000
28.530	85.000
28.540	85.000
28.550	85.000
28.560	85.000
28.570	85.000
28.580	85.000
28.590	85.000
28.600	85.000
28.610	85.000
28.620	85.000
28.630	85.000
28.640	85.000
28.650	85.000
28.660	85.000
28.670	85.000
28.680	85.000
28.690	85.000
28.700	85.000
28.710	85.000
28.720	85.000
28.730	85.000
28.740	85.000
28.750	85.000
28.760	85.000
28.770	85.000
28.780	85.000
28.790	85.000
28.800	85.000
28.810	85.000
28.820	85.000
28.830	85.000
28.840	85.000
28.850	85.000
28.860	85.000
28.870	85.000
28.880	85.000
28.890	85.000
28.900	85.000
28.910	85.000
28.920	85.000
28.930	85.000
28.940	85.000
28.950	85.000
28.960	85.000
28.970	85.000
28.980	85.000
28.990	85.000
29.000	85.000
29.010	85.000
29.020	85.000
29.030	85.000
29.040	85.000
29.050	85.000
29.060	85.000
29.070	85.000
29.080	85.000
29.090	85.000
29.100	85.000
29.110	85.000
29.120	85.000
29.130	85.000
29.140	85.000
29.150	85.000
29.160	85.000
29.170	85.000
29.180	85.000
29.190	85.000
29.200	85.000
29.210	85.000
29.220	85.000
29.230	85.000
29.240	85.000
29.250	85.000
29.260	85.000
29.270	85.000
29.280	85.000
29.290	85.000
29.300	85.000
29.310	85.000
29.320	85.000
29.330	85.000
29.340	85.000
29.350	85.000
29.360	85.000
29.370	85.000
29.380	85.000
29.390	85.000
29.400	85.000
29.410	85.000
29.420	85.000
29.430	85.000
29.440	85.000
29.450	85.000
29.460	85.000
29.470	85.000
29.480	85.000
29.490	85.000
29.500	85.000
29.510	85.000
29.520	85.000
29.530	85.000
29.540	85.000
29.550	85.000
29.560	85.000
29.570	85.000
29.580	85.000
29.590	85.000
29.600	85.000
29.610	85.000
29.620	85.000
29.630	85.000
29.640	85.000
29.650	85.000
29.660	85.000
29.670	85.000
29.680	85.000
29.690	85.000
29.700	85.000
29.710	85.000
29.720	85.000
29.730	85.000
29.740	85.000
29.750	85.000
29.760	85.000
29.770	85.000
29.780	85.000
29.790	85.000
29.800	85.000
29.810	85.000
29.820	85.000
29.830	85.000
29.840	85.000
29.850	85.000
29.860	85.000
29.870	85.000
29.880	85.000
29.890	85.000
29.900	85.000
29.910	85.000
29.920	85.000
29.930	85.000
29.940	85.000
29.950	85.000
29.960	85.000
29.970	85.000
29.980	85.000
29.990	85.000
30.000	85.000
